Location,Name,Price Range,Description,Amenities,Image Path
Chicago,Club Quarters Hotel,$200-250,"A short 7-minute walk from the Quincy/Wells Subway Station and Willis Tower Skydeck, Club Quarters Hotel Central Loop, Chicago is located in downtown Chicago and features a restaurant, pub, and 24-hour room service. Free WiFi access is available.","Parking, Free WiFi, Non-smoking rooms, Fitness center, Restaurant, Room service, Facilities for disabled guests, 24-hour front desk, Laundry, Good Breakfast",clubQuarters.jpeg
