Location,Name,Price Range,Description,Amenities,Image Path
Houston,Palace Inn,$70-$150,"Located in Houston, 14 miles from Minute Maid Park, Palace Inn Blue Houston East Beltway 8 has accommodations with free WiFi and free private parking. The property is around 14 miles from George R. Brown Convention Center, 14 miles from BBVA Stadium - Houston Dynamo, and 14 miles from Wortham Center. Houston Toyota Center is 14 miles away, and Buffalo Bayou Park is 15 miles from the hotel.","Non-smoking rooms, Free WiFi, Facilities for disabled guests, Free parking, 24-hour front desk, Breakfast",palaceInn.jpeg
