Location,Name,Price Range,Description,Amenities,Image Path
Los Angeles,Holiday Inn,$150-200,"Conveniently located 1 mi from Los Angeles International Airport, this hotel offers an outdoor pool and an on-site bar and restaurant. It offers a free 24-hour airport transfer service.","Outdoor swimming pool, Private Parking, Free WiFi, Airport shuttle (free), Non-smoking rooms, Fitness center, Restaurant, Facilities for disabled guests, Bar, Breakfast",holiday.png
