Location,Name,Price Range,Description,Amenities,Image Path
Miami,Poolside Oasis,120-200,"A 17-minute walk from American Airlines Arena in Miami, Poolside Oasis offers accommodations with access to a hot tub, spa facilities, and fitness room. Complimentary WiFi is featured throughout the property, and private parking is available on site. The property is a 9-minute walk from Adrienne Arsht Center for the Performing Arts and within 1.2 miles of the city center.","Outdoor swimming pool, Non-smoking rooms, Fitness center, Free WiFi, Private Parking, 24-hour front desk, Bar, Terrace, Elevator, Laundry",poolsideOasis.jpeg
